movie_id,title,genre,release_year,duration_minutes
31188,Movie 31188,Anime,2007,140
31189,Movie 31189,Sci-Fi,2000,115
31190,Movie 31190,Sci-Fi,2002,116
31191,Movie 31191,Action,2003,144
31192,Movie 31192,Drama,2024,102
31193,Movie 31193,Anime,2014,116
31194,Movie 31194,Sci-Fi,2017,89
31195,Movie 31195,Romance,1998,174
31196,Movie 31196,Thriller,2005,137
31197,Movie 31197,Sci-Fi,2010,98
31198,Movie 31198,Drama,1991,168
31199,Movie 31199,Thriller,1980,120
31200,Movie 31200,Action,2004,132
31201,Movie 31201,Action,1992,139
31202,Movie 31202,Drama,2004,162
31203,Movie 31203,Romance,2021,97
31204,Movie 31204,Action,2009,130
31205,Movie 31205,Anime,2013,95
31206,Movie 31206,Action,2016,137
31207,Movie 31207,Sci-Fi,1993,164
31208,Movie 31208,Horror,2018,97
31209,Movie 31209,Comedy,1981,152
31210,Movie 31210,Horror,2007,125
31211,Movie 31211,Drama,2010,106
31212,Movie 31212,Horror,2012,107
31213,Movie 31213,Romance,1990,100
31214,Movie 31214,Thriller,2017,84
31215,Movie 31215,Romance,1987,121
31216,Movie 31216,Thriller,2010,149
31217,Movie 31217,Action,1997,120
31218,Movie 31218,Action,2006,167
31219,Movie 31219,Comedy,1985,112
31220,Movie 31220,Thriller,2011,130
31221,Movie 31221,Horror,1994,141
31222,Movie 31222,Anime,1999,167
31223,Movie 31223,Horror,2009,167
31224,Movie 31224,Thriller,1990,153
31225,Movie 31225,Sci-Fi,1986,90
31226,Movie 31226,Horror,2019,126
31227,Movie 31227,Drama,1989,85
31228,Movie 31228,Action,2012,105
31229,Movie 31229,Drama,1992,120
31230,Movie 31230,Romance,1993,110
31231,Movie 31231,Horror,2022,117
31232,Movie 31232,Drama,1982,108
31233,Movie 31233,Anime,2022,122
31234,Movie 31234,Comedy,2007,140
31235,Movie 31235,Sci-Fi,2010,80
31236,Movie 31236,Action,2003,92
31237,Movie 31237,Comedy,1985,80
31238,Movie 31238,Drama,1997,100
31239,Movie 31239,Drama,2006,113
31240,Movie 31240,Thriller,1985,169
31241,Movie 31241,Drama,1996,153
31242,Movie 31242,Action,1986,93
31243,Movie 31243,Thriller,2020,168
31244,Movie 31244,Thriller,2015,86
31245,Movie 31245,Comedy,1992,174
31246,Movie 31246,Thriller,2006,132
31247,Movie 31247,Anime,2022,143
31248,Movie 31248,Horror,1999,136
31249,Movie 31249,Sci-Fi,2002,109
31250,Movie 31250,Romance,1994,147
31251,Movie 31251,Anime,1999,151
31252,Movie 31252,Sci-Fi,2013,151
31253,Movie 31253,Thriller,1999,108
31254,Movie 31254,Drama,2018,153
31255,Movie 31255,Action,2006,145
31256,Movie 31256,Sci-Fi,2010,113
31257,Movie 31257,Horror,2019,97
31258,Movie 31258,Anime,1996,166
31259,Movie 31259,Romance,2008,142
31260,Movie 31260,Romance,2005,173
31261,Movie 31261,Horror,2006,107
31262,Movie 31262,Thriller,2006,152
31263,Movie 31263,Comedy,1982,111
31264,Movie 31264,Anime,2008,91
31265,Movie 31265,Romance,2005,104
31266,Movie 31266,Comedy,1994,133
31267,Movie 31267,Sci-Fi,1989,89
31268,Movie 31268,Action,2018,122
31269,Movie 31269,Thriller,2014,172
31270,Movie 31270,Sci-Fi,2020,136
31271,Movie 31271,Comedy,1994,93
31272,Movie 31272,Romance,2021,99
31273,Movie 31273,Action,2013,113
31274,Movie 31274,Thriller,2009,93
31275,Movie 31275,Horror,1982,156
31276,Movie 31276,Drama,2000,129
31277,Movie 31277,Anime,2001,96
31278,Movie 31278,Romance,2003,164
31279,Movie 31279,Action,2000,140
31280,Movie 31280,Drama,1993,163
31281,Movie 31281,Horror,1993,148
31282,Movie 31282,Comedy,2006,166
31283,Movie 31283,Sci-Fi,2012,129
31284,Movie 31284,Romance,2009,131
31285,Movie 31285,Anime,2020,172
31286,Movie 31286,Thriller,2002,125
31287,Movie 31287,Anime,1992,92
31288,Movie 31288,Sci-Fi,2011,118
31289,Movie 31289,Drama,2015,177
31290,Movie 31290,Anime,1996,85
31291,Movie 31291,Romance,2024,104
31292,Movie 31292,Sci-Fi,2017,154
31293,Movie 31293,Action,2020,178
31294,Movie 31294,Action,2007,134
31295,Movie 31295,Anime,2004,80
31296,Movie 31296,Thriller,2001,148
31297,Movie 31297,Drama,1983,94
31298,Movie 31298,Action,2021,141
31299,Movie 31299,Drama,1997,119
31300,Movie 31300,Action,1980,103
31301,Movie 31301,Horror,2007,94
31302,Movie 31302,Sci-Fi,2021,80
31303,Movie 31303,Anime,2019,150
31304,Movie 31304,Comedy,1993,123
31305,Movie 31305,Horror,2006,176
31306,Movie 31306,Horror,2007,94
31307,Movie 31307,Romance,2016,86
31308,Movie 31308,Comedy,2001,120
31309,Movie 31309,Horror,2014,123
31310,Movie 31310,Anime,1987,102
31311,Movie 31311,Horror,2016,171
31312,Movie 31312,Romance,1990,142
31313,Movie 31313,Horror,1993,80
31314,Movie 31314,Horror,1997,96
31315,Movie 31315,Anime,1991,128
31316,Movie 31316,Action,1988,105
31317,Movie 31317,Sci-Fi,1989,176
31318,Movie 31318,Comedy,2007,174
31319,Movie 31319,Thriller,2009,115
31320,Movie 31320,Thriller,2011,81
31321,Movie 31321,Drama,1990,174
31322,Movie 31322,Action,2006,94
31323,Movie 31323,Sci-Fi,1981,161
31324,Movie 31324,Horror,2017,169
31325,Movie 31325,Comedy,2015,176
31326,Movie 31326,Action,1995,136
31327,Movie 31327,Sci-Fi,1988,97
31328,Movie 31328,Comedy,2011,155
31329,Movie 31329,Anime,1997,111
31330,Movie 31330,Romance,1999,137
31331,Movie 31331,Romance,1993,86
31332,Movie 31332,Horror,1999,163
31333,Movie 31333,Romance,2013,178
31334,Movie 31334,Sci-Fi,2012,85
31335,Movie 31335,Action,1994,124
31336,Movie 31336,Drama,2006,174
31337,Movie 31337,Anime,2019,97
31338,Movie 31338,Drama,1983,141
31339,Movie 31339,Horror,2002,167
31340,Movie 31340,Thriller,2004,118
31341,Movie 31341,Action,1984,88
31342,Movie 31342,Action,1980,170
31343,Movie 31343,Sci-Fi,2010,167
31344,Movie 31344,Thriller,1983,118
31345,Movie 31345,Drama,2010,91
31346,Movie 31346,Comedy,1985,83
31347,Movie 31347,Drama,1994,154
31348,Movie 31348,Thriller,2017,87
31349,Movie 31349,Action,1990,124
31350,Movie 31350,Comedy,2002,148
31351,Movie 31351,Horror,1997,127
31352,Movie 31352,Romance,2003,176
31353,Movie 31353,Sci-Fi,1986,177
31354,Movie 31354,Action,2020,84
31355,Movie 31355,Comedy,1997,172
31356,Movie 31356,Anime,1982,150
31357,Movie 31357,Anime,1999,164
31358,Movie 31358,Sci-Fi,1982,176
31359,Movie 31359,Thriller,2001,168
31360,Movie 31360,Action,2000,108
31361,Movie 31361,Action,1984,126
31362,Movie 31362,Action,2019,101
31363,Movie 31363,Comedy,1980,109
31364,Movie 31364,Thriller,2020,147
31365,Movie 31365,Anime,2009,129
31366,Movie 31366,Thriller,2020,97
31367,Movie 31367,Thriller,2013,99
31368,Movie 31368,Action,2013,94
31369,Movie 31369,Anime,2006,132
31370,Movie 31370,Thriller,1994,140
31371,Movie 31371,Horror,1990,154
31372,Movie 31372,Horror,1988,142
31373,Movie 31373,Action,2017,179
31374,Movie 31374,Comedy,2007,178
31375,Movie 31375,Comedy,2022,146
31376,Movie 31376,Sci-Fi,2006,136
31377,Movie 31377,Horror,1990,133
31378,Movie 31378,Action,2005,128
31379,Movie 31379,Drama,2015,143
31380,Movie 31380,Comedy,2019,141
31381,Movie 31381,Drama,2004,117
31382,Movie 31382,Romance,2012,95
31383,Movie 31383,Comedy,1986,95
31384,Movie 31384,Thriller,1985,122
31385,Movie 31385,Thriller,1988,150
31386,Movie 31386,Action,1997,95
31387,Movie 31387,Romance,1987,82
31388,Movie 31388,Anime,2017,172
31389,Movie 31389,Horror,2015,137
31390,Movie 31390,Thriller,2008,145
31391,Movie 31391,Romance,2000,103
31392,Movie 31392,Action,2017,158
31393,Movie 31393,Horror,1988,147
31394,Movie 31394,Sci-Fi,2008,165
31395,Movie 31395,Horror,2016,93
31396,Movie 31396,Sci-Fi,2021,177
31397,Movie 31397,Thriller,2001,87
31398,Movie 31398,Horror,2000,108
31399,Movie 31399,Comedy,2010,178
31400,Movie 31400,Anime,2015,101
31401,Movie 31401,Anime,2017,109
31402,Movie 31402,Drama,1985,106
31403,Movie 31403,Comedy,2018,88
31404,Movie 31404,Romance,1983,89
31405,Movie 31405,Horror,1989,107
31406,Movie 31406,Action,2022,126
31407,Movie 31407,Horror,2023,173
31408,Movie 31408,Action,1997,128
31409,Movie 31409,Anime,1985,152
31410,Movie 31410,Comedy,1992,100
31411,Movie 31411,Sci-Fi,1999,178
31412,Movie 31412,Horror,1987,94
31413,Movie 31413,Action,1991,112
31414,Movie 31414,Drama,1997,103
31415,Movie 31415,Comedy,2001,170
31416,Movie 31416,Drama,2013,167
31417,Movie 31417,Comedy,2021,168
31418,Movie 31418,Drama,2019,156
31419,Movie 31419,Horror,1980,88
31420,Movie 31420,Action,1991,167
31421,Movie 31421,Horror,1983,149
31422,Movie 31422,Thriller,1999,178
31423,Movie 31423,Action,1999,121
31424,Movie 31424,Horror,1990,99
31425,Movie 31425,Horror,1983,117
31426,Movie 31426,Thriller,1994,90
31427,Movie 31427,Anime,2009,99
31428,Movie 31428,Anime,2021,130
31429,Movie 31429,Comedy,2001,174
31430,Movie 31430,Anime,2002,158
31431,Movie 31431,Action,1997,112
31432,Movie 31432,Romance,2006,113
31433,Movie 31433,Action,1990,90
31434,Movie 31434,Sci-Fi,1985,107
31435,Movie 31435,Anime,2004,135
31436,Movie 31436,Sci-Fi,1990,172
31437,Movie 31437,Drama,1998,104
31438,Movie 31438,Horror,1993,146
31439,Movie 31439,Drama,1992,156
31440,Movie 31440,Drama,1985,178
31441,Movie 31441,Action,1996,175
31442,Movie 31442,Thriller,2008,128
31443,Movie 31443,Drama,2004,93
31444,Movie 31444,Sci-Fi,2000,155
31445,Movie 31445,Horror,1987,177
31446,Movie 31446,Action,2001,167
31447,Movie 31447,Sci-Fi,2004,129
31448,Movie 31448,Horror,1992,119
31449,Movie 31449,Thriller,2024,95
31450,Movie 31450,Anime,1983,123
31451,Movie 31451,Romance,1989,133
31452,Movie 31452,Romance,2004,179
31453,Movie 31453,Anime,1985,165
31454,Movie 31454,Drama,2022,95
31455,Movie 31455,Sci-Fi,1980,112
31456,Movie 31456,Thriller,1988,119
31457,Movie 31457,Thriller,2003,154
31458,Movie 31458,Action,1995,176
31459,Movie 31459,Thriller,2022,149
31460,Movie 31460,Horror,1991,94
31461,Movie 31461,Thriller,1998,101
31462,Movie 31462,Action,1982,137
31463,Movie 31463,Anime,2001,110
31464,Movie 31464,Drama,1995,122
31465,Movie 31465,Sci-Fi,1998,95
31466,Movie 31466,Thriller,2001,157
31467,Movie 31467,Comedy,2006,112
31468,Movie 31468,Sci-Fi,2024,140
31469,Movie 31469,Action,1990,80
31470,Movie 31470,Action,2005,94
31471,Movie 31471,Thriller,1996,106
31472,Movie 31472,Romance,2019,91
31473,Movie 31473,Horror,1987,96
31474,Movie 31474,Horror,1980,87
31475,Movie 31475,Comedy,1994,86
31476,Movie 31476,Thriller,1986,108
31477,Movie 31477,Comedy,2005,88
31478,Movie 31478,Action,2022,177
31479,Movie 31479,Action,2006,124
31480,Movie 31480,Action,1989,81
31481,Movie 31481,Sci-Fi,2007,166
31482,Movie 31482,Action,2024,108
31483,Movie 31483,Thriller,2004,156
31484,Movie 31484,Anime,1985,80
31485,Movie 31485,Drama,1981,99
31486,Movie 31486,Romance,2009,139
31487,Movie 31487,Horror,1988,107
31488,Movie 31488,Comedy,2002,125
31489,Movie 31489,Thriller,2003,122
31490,Movie 31490,Horror,1994,84
31491,Movie 31491,Drama,2014,124
31492,Movie 31492,Comedy,2002,161
31493,Movie 31493,Drama,2020,118
31494,Movie 31494,Action,1998,106
31495,Movie 31495,Romance,1981,84
31496,Movie 31496,Romance,1985,164
31497,Movie 31497,Horror,2019,176
31498,Movie 31498,Thriller,2021,175
31499,Movie 31499,Thriller,2011,108
31500,Movie 31500,Horror,1993,129
31501,Movie 31501,Thriller,2002,171
31502,Movie 31502,Sci-Fi,1981,94
31503,Movie 31503,Anime,2002,136
31504,Movie 31504,Romance,2008,81
31505,Movie 31505,Anime,1996,148
31506,Movie 31506,Romance,1990,108
31507,Movie 31507,Thriller,2016,144
31508,Movie 31508,Thriller,2010,97
31509,Movie 31509,Romance,1982,102
31510,Movie 31510,Romance,1987,123
31511,Movie 31511,Sci-Fi,1980,171
31512,Movie 31512,Action,2007,178
31513,Movie 31513,Action,2001,96
31514,Movie 31514,Sci-Fi,1992,142
31515,Movie 31515,Drama,2008,102
31516,Movie 31516,Horror,2018,127
31517,Movie 31517,Action,2009,106
31518,Movie 31518,Horror,1999,179
31519,Movie 31519,Comedy,1988,139
31520,Movie 31520,Horror,2018,103
31521,Movie 31521,Drama,1984,89
31522,Movie 31522,Anime,1985,90
31523,Movie 31523,Romance,1988,95
31524,Movie 31524,Action,2021,175
31525,Movie 31525,Anime,2006,118
31526,Movie 31526,Sci-Fi,1983,97
31527,Movie 31527,Horror,2013,140
31528,Movie 31528,Sci-Fi,1989,136
31529,Movie 31529,Horror,2017,141
31530,Movie 31530,Romance,1997,139
31531,Movie 31531,Romance,2002,137
31532,Movie 31532,Action,1993,103
31533,Movie 31533,Sci-Fi,1983,176
31534,Movie 31534,Comedy,2005,164
31535,Movie 31535,Drama,1993,112
31536,Movie 31536,Romance,1992,132
31537,Movie 31537,Action,1996,138
31538,Movie 31538,Comedy,2004,145
31539,Movie 31539,Thriller,2019,153
31540,Movie 31540,Anime,2020,169
31541,Movie 31541,Drama,2005,138
31542,Movie 31542,Anime,1997,129
31543,Movie 31543,Drama,1996,100
31544,Movie 31544,Comedy,2001,99
31545,Movie 31545,Thriller,2002,102
31546,Movie 31546,Thriller,1993,101
31547,Movie 31547,Sci-Fi,1983,93
31548,Movie 31548,Sci-Fi,2024,172
31549,Movie 31549,Drama,2004,150
31550,Movie 31550,Comedy,2015,169
31551,Movie 31551,Sci-Fi,1980,121
31552,Movie 31552,Comedy,1994,137
31553,Movie 31553,Action,2012,179
31554,Movie 31554,Drama,1982,177
31555,Movie 31555,Drama,1984,132
31556,Movie 31556,Comedy,1984,91
31557,Movie 31557,Sci-Fi,2006,165
31558,Movie 31558,Thriller,2000,112
31559,Movie 31559,Romance,2015,135
31560,Movie 31560,Anime,1989,108
31561,Movie 31561,Sci-Fi,1985,84
31562,Movie 31562,Drama,2021,166
31563,Movie 31563,Comedy,2021,131
31564,Movie 31564,Sci-Fi,1986,82
31565,Movie 31565,Romance,2020,144
31566,Movie 31566,Action,2003,82
31567,Movie 31567,Action,2007,117
31568,Movie 31568,Romance,2021,142
31569,Movie 31569,Comedy,1982,89
31570,Movie 31570,Comedy,2012,130
31571,Movie 31571,Horror,1988,137
31572,Movie 31572,Sci-Fi,2002,98
31573,Movie 31573,Drama,2009,100
31574,Movie 31574,Romance,1981,103
31575,Movie 31575,Sci-Fi,1981,137
31576,Movie 31576,Sci-Fi,2011,138
31577,Movie 31577,Comedy,1993,111
31578,Movie 31578,Thriller,1984,145
31579,Movie 31579,Action,2024,83
31580,Movie 31580,Anime,1998,106
31581,Movie 31581,Drama,2008,167
31582,Movie 31582,Comedy,1983,173
31583,Movie 31583,Comedy,1984,150
31584,Movie 31584,Sci-Fi,2009,131
31585,Movie 31585,Sci-Fi,2009,105
31586,Movie 31586,Horror,2005,114
31587,Movie 31587,Drama,1990,103
31588,Movie 31588,Sci-Fi,1982,87
31589,Movie 31589,Comedy,1983,148
31590,Movie 31590,Romance,1992,164
31591,Movie 31591,Anime,2015,152
31592,Movie 31592,Thriller,2016,83
31593,Movie 31593,Anime,2020,121
31594,Movie 31594,Anime,2020,152
31595,Movie 31595,Comedy,2010,134
31596,Movie 31596,Drama,2011,121
31597,Movie 31597,Thriller,2022,150
31598,Movie 31598,Action,1987,118
31599,Movie 31599,Thriller,1998,143
31600,Movie 31600,Comedy,1985,150
31601,Movie 31601,Horror,2012,114
31602,Movie 31602,Drama,2011,150
31603,Movie 31603,Drama,1998,171
31604,Movie 31604,Action,1990,132
31605,Movie 31605,Anime,1996,176
31606,Movie 31606,Thriller,2001,148
31607,Movie 31607,Action,2024,132
31608,Movie 31608,Drama,1988,107
31609,Movie 31609,Comedy,2018,84
31610,Movie 31610,Romance,2000,169
31611,Movie 31611,Drama,2004,105
31612,Movie 31612,Comedy,2007,131
31613,Movie 31613,Sci-Fi,1986,98
31614,Movie 31614,Romance,2006,113
31615,Movie 31615,Anime,2014,145
31616,Movie 31616,Romance,2002,94
31617,Movie 31617,Anime,1986,86
31618,Movie 31618,Horror,1991,87
31619,Movie 31619,Action,1987,141
31620,Movie 31620,Anime,2012,152
31621,Movie 31621,Drama,2016,145
31622,Movie 31622,Anime,2008,83
31623,Movie 31623,Sci-Fi,1989,82
31624,Movie 31624,Horror,2004,129
31625,Movie 31625,Comedy,1989,132
31626,Movie 31626,Action,2024,166
31627,Movie 31627,Action,2004,94
31628,Movie 31628,Sci-Fi,2007,171
31629,Movie 31629,Anime,1991,177
31630,Movie 31630,Drama,2017,139
31631,Movie 31631,Action,2016,117
31632,Movie 31632,Anime,1996,153
31633,Movie 31633,Sci-Fi,2013,166
31634,Movie 31634,Drama,1997,173
31635,Movie 31635,Romance,2007,118
31636,Movie 31636,Comedy,1993,106
31637,Movie 31637,Horror,2010,150
31638,Movie 31638,Drama,2023,106
31639,Movie 31639,Romance,2010,143
31640,Movie 31640,Anime,1988,177
31641,Movie 31641,Horror,1989,87
31642,Movie 31642,Action,2006,135
31643,Movie 31643,Sci-Fi,1989,91
31644,Movie 31644,Horror,2001,128
31645,Movie 31645,Action,1987,153
31646,Movie 31646,Action,1984,109
31647,Movie 31647,Horror,2019,166
31648,Movie 31648,Comedy,2021,143
31649,Movie 31649,Romance,1987,129
31650,Movie 31650,Sci-Fi,2022,91
31651,Movie 31651,Anime,1995,126
31652,Movie 31652,Horror,1988,126
31653,Movie 31653,Horror,2012,151
31654,Movie 31654,Anime,1984,90
31655,Movie 31655,Drama,1997,167
31656,Movie 31656,Thriller,2018,101
31657,Movie 31657,Comedy,1984,100
31658,Movie 31658,Comedy,1989,136
31659,Movie 31659,Horror,2004,115
31660,Movie 31660,Comedy,2012,138
31661,Movie 31661,Action,2019,82
31662,Movie 31662,Sci-Fi,2021,85
31663,Movie 31663,Comedy,1998,90
31664,Movie 31664,Romance,1985,167
31665,Movie 31665,Anime,2020,172
31666,Movie 31666,Comedy,2010,165
31667,Movie 31667,Romance,1990,141
31668,Movie 31668,Anime,1983,103
31669,Movie 31669,Comedy,2004,150
31670,Movie 31670,Anime,2022,111
31671,Movie 31671,Horror,1984,130
31672,Movie 31672,Comedy,1989,172
31673,Movie 31673,Horror,2018,155
31674,Movie 31674,Sci-Fi,2006,158
31675,Movie 31675,Romance,2014,136
31676,Movie 31676,Action,2021,177
31677,Movie 31677,Romance,2015,170
31678,Movie 31678,Romance,1985,120
31679,Movie 31679,Anime,2001,81
31680,Movie 31680,Comedy,1980,132
31681,Movie 31681,Action,2002,98
31682,Movie 31682,Sci-Fi,2013,130
31683,Movie 31683,Horror,1999,157
31684,Movie 31684,Anime,2016,90
31685,Movie 31685,Comedy,1991,154
31686,Movie 31686,Romance,1997,114
31687,Movie 31687,Anime,2006,153
31688,Movie 31688,Action,1988,150
31689,Movie 31689,Sci-Fi,2013,84
31690,Movie 31690,Thriller,2010,156
31691,Movie 31691,Horror,1988,82
31692,Movie 31692,Action,1988,98
31693,Movie 31693,Thriller,1993,91
31694,Movie 31694,Sci-Fi,2007,106
31695,Movie 31695,Action,1992,137
31696,Movie 31696,Drama,2009,82
31697,Movie 31697,Anime,2008,103
31698,Movie 31698,Romance,2003,115
31699,Movie 31699,Anime,2019,85
31700,Movie 31700,Action,1993,171
31701,Movie 31701,Horror,2022,135
31702,Movie 31702,Action,2021,102
31703,Movie 31703,Sci-Fi,1982,106
31704,Movie 31704,Horror,1999,81
31705,Movie 31705,Romance,1985,122
31706,Movie 31706,Action,1996,95
31707,Movie 31707,Horror,2006,171
31708,Movie 31708,Sci-Fi,1994,133
31709,Movie 31709,Action,1981,157
31710,Movie 31710,Action,2010,176
31711,Movie 31711,Romance,2021,150
31712,Movie 31712,Action,2001,177
31713,Movie 31713,Horror,2008,157
31714,Movie 31714,Thriller,1995,121
31715,Movie 31715,Horror,1995,169
31716,Movie 31716,Horror,2013,171
31717,Movie 31717,Horror,1991,89
31718,Movie 31718,Drama,2019,87
31719,Movie 31719,Comedy,2013,156
31720,Movie 31720,Thriller,2000,113
31721,Movie 31721,Anime,1987,178
31722,Movie 31722,Horror,2002,89
31723,Movie 31723,Sci-Fi,1999,164
31724,Movie 31724,Anime,2021,177
31725,Movie 31725,Anime,2005,175
31726,Movie 31726,Thriller,1991,140
31727,Movie 31727,Drama,2024,110
31728,Movie 31728,Drama,2023,97
31729,Movie 31729,Thriller,2023,110
31730,Movie 31730,Anime,2002,109
31731,Movie 31731,Horror,1988,162
31732,Movie 31732,Thriller,1984,97
31733,Movie 31733,Thriller,2023,170
31734,Movie 31734,Comedy,2007,96
31735,Movie 31735,Drama,2005,137
31736,Movie 31736,Thriller,1982,145
31737,Movie 31737,Horror,2008,105
31738,Movie 31738,Anime,1997,162
31739,Movie 31739,Romance,2006,86
31740,Movie 31740,Comedy,1997,152
31741,Movie 31741,Action,2006,175
31742,Movie 31742,Drama,1994,179
31743,Movie 31743,Anime,2013,89
31744,Movie 31744,Sci-Fi,2014,93
31745,Movie 31745,Drama,1992,80
31746,Movie 31746,Thriller,1999,122
31747,Movie 31747,Action,1996,152
31748,Movie 31748,Horror,2010,93
31749,Movie 31749,Thriller,2021,155
31750,Movie 31750,Sci-Fi,1999,164
31751,Movie 31751,Thriller,2006,167
31752,Movie 31752,Drama,2008,177
31753,Movie 31753,Thriller,2021,85
31754,Movie 31754,Thriller,1987,112
31755,Movie 31755,Anime,2022,179
31756,Movie 31756,Action,1992,167
31757,Movie 31757,Thriller,1998,179
31758,Movie 31758,Thriller,2008,167
31759,Movie 31759,Romance,1989,176
31760,Movie 31760,Action,2016,107
31761,Movie 31761,Romance,2001,134
31762,Movie 31762,Thriller,2007,113
31763,Movie 31763,Horror,2023,93
31764,Movie 31764,Drama,2023,176
31765,Movie 31765,Anime,2011,106
31766,Movie 31766,Thriller,1985,89
31767,Movie 31767,Sci-Fi,1997,151
31768,Movie 31768,Drama,1981,134
31769,Movie 31769,Romance,1983,149
31770,Movie 31770,Horror,2018,175
31771,Movie 31771,Horror,2014,91
31772,Movie 31772,Horror,2023,139
31773,Movie 31773,Drama,2020,155
31774,Movie 31774,Sci-Fi,1990,144
31775,Movie 31775,Horror,2004,146
31776,Movie 31776,Sci-Fi,1991,110
31777,Movie 31777,Action,2023,150
31778,Movie 31778,Horror,2014,105
31779,Movie 31779,Drama,2009,151
31780,Movie 31780,Horror,1992,132
31781,Movie 31781,Drama,2015,137
31782,Movie 31782,Romance,1998,115
31783,Movie 31783,Comedy,2023,170
31784,Movie 31784,Comedy,2018,161
31785,Movie 31785,Romance,1995,131
31786,Movie 31786,Comedy,2009,114
31787,Movie 31787,Drama,2010,92
31788,Movie 31788,Romance,2021,151
31789,Movie 31789,Romance,1983,144
31790,Movie 31790,Thriller,1999,139
31791,Movie 31791,Horror,1991,151
31792,Movie 31792,Horror,1995,113
31793,Movie 31793,Action,1993,159
31794,Movie 31794,Comedy,2018,110
31795,Movie 31795,Thriller,2015,100
31796,Movie 31796,Thriller,1986,85
31797,Movie 31797,Sci-Fi,1999,150
31798,Movie 31798,Thriller,2000,158
31799,Movie 31799,Sci-Fi,1985,129
31800,Movie 31800,Romance,2022,126
31801,Movie 31801,Romance,1984,84
31802,Movie 31802,Sci-Fi,1999,103
31803,Movie 31803,Comedy,2010,142
31804,Movie 31804,Comedy,1986,113
31805,Movie 31805,Thriller,1987,143
31806,Movie 31806,Thriller,1990,161
31807,Movie 31807,Romance,2014,117
31808,Movie 31808,Thriller,2007,108
31809,Movie 31809,Action,1996,160
31810,Movie 31810,Anime,2000,132
31811,Movie 31811,Action,1987,145
31812,Movie 31812,Anime,2007,167
31813,Movie 31813,Action,2009,163
31814,Movie 31814,Thriller,2016,141
31815,Movie 31815,Thriller,1992,171
31816,Movie 31816,Sci-Fi,2014,167
31817,Movie 31817,Comedy,1995,128
31818,Movie 31818,Sci-Fi,2001,134
31819,Movie 31819,Comedy,1988,168
31820,Movie 31820,Sci-Fi,2022,91
31821,Movie 31821,Horror,2010,139
31822,Movie 31822,Drama,2006,118
31823,Movie 31823,Action,2015,160
31824,Movie 31824,Drama,2023,90
31825,Movie 31825,Comedy,1987,120
31826,Movie 31826,Drama,2019,139
31827,Movie 31827,Horror,2007,82
31828,Movie 31828,Action,2023,168
31829,Movie 31829,Thriller,2023,106
31830,Movie 31830,Sci-Fi,1982,126
31831,Movie 31831,Drama,2023,154
31832,Movie 31832,Action,1996,168
31833,Movie 31833,Anime,1996,84
31834,Movie 31834,Thriller,1989,114
31835,Movie 31835,Horror,2000,172
31836,Movie 31836,Anime,2000,119
31837,Movie 31837,Action,2007,95
31838,Movie 31838,Comedy,2016,91
31839,Movie 31839,Action,1985,175
31840,Movie 31840,Drama,1995,80
31841,Movie 31841,Drama,2018,154
31842,Movie 31842,Horror,2009,138
31843,Movie 31843,Romance,2007,172
31844,Movie 31844,Action,1987,109
31845,Movie 31845,Anime,2002,177
31846,Movie 31846,Comedy,2013,145
31847,Movie 31847,Romance,2015,128
31848,Movie 31848,Comedy,2020,117
31849,Movie 31849,Drama,1991,90
31850,Movie 31850,Romance,1988,149
31851,Movie 31851,Thriller,1995,128
31852,Movie 31852,Anime,1996,135
31853,Movie 31853,Romance,1985,122
31854,Movie 31854,Romance,2002,156
31855,Movie 31855,Comedy,1989,155
31856,Movie 31856,Comedy,2015,106
31857,Movie 31857,Romance,1999,142
31858,Movie 31858,Romance,1993,149
31859,Movie 31859,Sci-Fi,2003,104
31860,Movie 31860,Horror,1995,87
31861,Movie 31861,Drama,1999,118
31862,Movie 31862,Thriller,1989,152
31863,Movie 31863,Anime,1994,96
31864,Movie 31864,Action,2007,115
31865,Movie 31865,Romance,2020,138
31866,Movie 31866,Anime,2020,132
31867,Movie 31867,Anime,1998,105
31868,Movie 31868,Sci-Fi,1986,97
31869,Movie 31869,Anime,1996,101
31870,Movie 31870,Action,2023,159
31871,Movie 31871,Drama,2016,165
31872,Movie 31872,Horror,2020,111
31873,Movie 31873,Action,1997,114
31874,Movie 31874,Sci-Fi,1981,131
31875,Movie 31875,Action,2004,109
31876,Movie 31876,Action,1991,164
31877,Movie 31877,Romance,2018,138
31878,Movie 31878,Drama,1991,125
31879,Movie 31879,Comedy,2021,98
31880,Movie 31880,Romance,1985,80
31881,Movie 31881,Horror,2024,174
31882,Movie 31882,Sci-Fi,2009,117
31883,Movie 31883,Horror,2011,151
31884,Movie 31884,Anime,1991,119
31885,Movie 31885,Romance,2024,92
31886,Movie 31886,Action,1995,155
31887,Movie 31887,Romance,1989,137
31888,Movie 31888,Sci-Fi,2007,120
31889,Movie 31889,Horror,1985,147
31890,Movie 31890,Comedy,2015,161
31891,Movie 31891,Horror,2012,110
31892,Movie 31892,Thriller,1997,114
31893,Movie 31893,Thriller,1983,90
31894,Movie 31894,Horror,2004,135
31895,Movie 31895,Anime,1996,108
31896,Movie 31896,Sci-Fi,2014,134
31897,Movie 31897,Sci-Fi,2014,89
31898,Movie 31898,Action,2004,122
31899,Movie 31899,Drama,2014,145
31900,Movie 31900,Drama,2021,139
31901,Movie 31901,Action,1980,138
